Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
ARHGEF18	0	0	0	0	2	0	0	0	0	2	1	1
ARHGEF33	0	0	0	0	2	0	0	0	0	2	1	1
ARID1B	0	0	0	0	1	0	0	1	0	2	1	1
ARID4A	0	0	0	0	2	0	0	0	0	2	1	1
ARMC9	0	0	0	0	2	0	0	0	0	2	1	1
ARMH4	0	0	0	0	2	0	0	0	0	2	1	1
ARRDC4	0	0	0	0	2	0	0	0	0	2	1	1
ASAP2	0	0	0	0	1	0	0	1	0	2	1	1
ASB16	0	0	0	0	2	0	0	0	0	2	1	1
ASIC3	0	0	0	0	1	0	0	1	0	2	1	1
ASMTL	1	0	0	0	1	0	0	0	0	2	1	1
ASNS	0	0	0	0	2	0	0	0	0	2	1	1
ASXL2	0	0	0	1	1	0	0	0	0	2	1	1
ATAD2B	0	0	0	0	2	0	0	0	0	2	1	1
ATG10	0	0	0	0	2	0	0	0	0	2	1	1
ATG2A	0	0	0	0	2	0	0	0	0	2	1	1
ATP11A	0	0	0	0	2	0	0	0	0	2	1	1
ATP2A1	0	0	0	0	2	0	0	0	0	2	1	1
ATP6V0D2	1	0	0	0	1	0	0	0	0	2	1	1
ATP8B1	0	0	0	0	2	0	0	0	0	2	1	1
ATPAF1	0	0	0	0	2	0	0	0	0	2	1	1
ATXN1	0	0	0	1	1	0	0	0	0	2	1	1
ATXN2	0	0	1	0	1	0	0	0	0	2	1	1
ATXN3	0	0	0	0	1	0	0	1	0	2	1	1
AURKC	1	0	0	0	1	0	0	0	0	2	1	1
BAIAP2	0	0	0	0	2	0	0	0	0	2	1	1
BANP	1	0	0	0	1	0	0	0	0	2	1	1
BARD1	0	0	0	0	2	0	0	0	0	2	1	1
BBS9	0	0	0	0	2	0	0	0	0	2	1	1
BCAT1	1	0	0	0	1	0	0	0	0	2	1	1
BCL2L2	1	0	0	0	1	0	0	0	0	2	1	1
BCL9	0	0	0	0	2	0	0	0	0	2	1	1
BEGAIN	0	0	0	0	2	0	0	0	0	2	1	1
BHLHB9	0	0	0	0	2	0	0	0	0	2	1	1
BIVM-ERCC5	0	0	0	0	2	0	0	0	0	2	1	1
BLMH	0	0	0	0	2	0	0	0	0	2	1	1
BMPR1A	0	0	0	0	2	0	0	0	0	2	1	1
BOD1L1	0	0	0	0	2	0	0	0	0	2	1	1
BORA	0	0	0	0	2	0	0	0	0	2	1	1
BRD3	0	0	0	0	2	0	0	0	0	2	1	1
BTN2A2	0	0	0	0	2	0	0	0	0	2	1	1
BTN3A1	0	0	0	0	2	0	0	0	0	2	1	1
C11orf91	1	0	0	0	1	0	0	0	0	2	1	1
C1QTNF6	0	0	0	0	2	0	0	0	0	2	1	1
C1QTNF9B	0	0	0	0	2	0	0	0	0	2	1	1
C1orf50	0	0	0	0	2	0	0	0	0	2	1	1
C2CD3	0	0	0	0	2	0	0	0	0	2	1	1
C2CD6	0	0	0	0	2	0	0	0	0	2	1	1
C2orf16	0	0	0	0	2	0	0	0	0	2	1	1
C2orf76	0	0	0	0	2	0	0	0	0	2	1	1
C3	0	0	0	0	2	0	0	0	0	2	1	1
C4orf33	0	0	0	0	2	0	0	0	0	2	1	1
C5AR1	0	0	0	0	2	0	0	0	0	2	1	1
C6orf132	0	0	0	0	2	0	0	0	0	2	1	1
C7orf31	0	0	0	0	2	0	0	0	0	2	1	1
CA13	0	0	0	0	1	1	0	0	0	2	1	1
CABCOCO1	0	0	0	1	1	0	0	0	0	2	1	1
CALCRL	0	0	0	0	2	0	0	0	0	2	1	1
CALD1	0	0	0	0	2	0	0	0	0	2	1	1
CARMIL1	0	0	0	0	2	0	0	0	0	2	1	1
CASP8AP2	1	0	0	0	1	0	0	0	0	2	1	1
CASP9	0	0	0	0	2	0	0	0	0	2	1	1
CAST	0	1	0	0	0	0	0	1	0	2	1	1
CASTOR1	0	0	0	0	1	1	0	0	0	2	1	1
CAVIN3	0	0	0	0	2	0	0	0	0	2	1	1
CBWD6	0	1	0	0	1	0	0	0	0	2	1	1
CBX7	1	0	0	0	1	0	0	0	0	2	1	1
CC2D1A	0	0	0	0	2	0	0	0	0	2	1	1
CC2D1B	0	0	1	0	1	0	0	0	0	2	1	1
CCDC136	0	0	0	0	2	0	0	0	0	2	1	1
CCDC144A	0	0	0	0	2	0	0	0	0	2	1	1
CCDC157	0	0	0	0	2	0	0	0	0	2	1	1
CCDC168	0	0	0	0	2	0	0	0	0	2	1	1
CCDC169	1	0	0	0	1	0	0	0	0	2	1	1
CCDC180	0	0	0	0	2	0	0	0	0	2	1	1
CCDC183	0	0	0	0	2	0	0	0	0	2	1	1
CCDC186	0	0	0	0	2	0	0	0	0	2	1	1
CCDC28B	0	0	0	0	2	0	0	0	0	2	1	1
CCDC40	0	0	0	0	2	0	0	0	0	2	1	1
CCDC77	0	0	0	0	2	0	0	0	0	2	1	1
CCDC9	0	0	0	0	2	0	0	0	0	2	1	1
CCDC92	0	0	0	0	2	0	0	0	0	2	1	1
CCDC93	0	0	0	0	2	0	0	0	0	2	1	1
CCNB3	0	0	0	0	2	0	0	0	0	2	1	1
CCND3	0	0	0	0	1	0	0	1	0	2	1	1
CCNE1	1	0	0	0	1	0	0	0	0	2	1	1
CCP110	0	0	0	0	2	0	0	0	0	2	1	1
CCR10	0	0	0	0	2	0	0	0	0	2	1	1
CCT6B	0	0	0	0	2	0	0	0	0	2	1	1
CD163L1	0	0	0	0	2	0	0	0	0	2	1	1
CD82	0	0	0	0	1	0	0	1	0	2	1	1
CDCP1	0	0	0	0	2	0	0	0	0	2	1	1
CDK11A	0	0	0	0	1	1	0	0	0	2	1	1
CDK5RAP2	0	0	0	0	2	0	0	0	0	2	1	1
CDKL3	0	0	0	0	2	0	0	0	0	2	1	1
CDKL5	0	0	0	0	2	0	0	0	0	2	1	1
CELA2B	0	0	0	0	2	0	0	0	0	2	1	1
CENPN	0	0	0	0	2	0	0	0	0	2	1	1
CEP135	0	0	0	0	2	0	0	0	0	2	1	1
CEP250	1	0	0	0	0	1	0	0	0	2	1	1
CEP290	0	0	0	0	1	0	0	1	0	2	1	1
CEP85L	0	0	0	0	2	0	0	0	0	2	1	1
CEP89	0	0	0	0	1	0	1	0	0	2	1	1
CFAP157	1	0	0	0	0	0	0	1	0	2	1	1
CFAP46	1	0	0	0	1	0	0	0	0	2	1	1
CFAP65	0	0	0	0	2	0	0	0	0	2	1	1
CGN	0	0	0	0	2	0	0	0	0	2	1	1
CHAF1B	0	0	0	0	2	0	0	0	0	2	1	1
CHD1L	0	0	0	0	2	0	0	0	0	2	1	1
CHD6	0	0	0	0	2	0	0	0	0	2	1	1
CHID1	0	0	0	0	2	0	0	0	0	2	1	1
CHPF	0	0	0	0	2	0	0	0	0	2	1	1
CHSY1	0	0	0	0	2	0	0	0	0	2	1	1
CIC	0	0	0	0	2	0	0	0	0	2	1	1
CILP2	1	0	0	0	1	0	0	0	0	2	1	1
CKAP2L	0	0	0	0	2	0	0	0	0	2	1	1
CKAP4	0	0	1	0	1	0	0	0	0	2	1	1
CLCC1	0	0	0	0	2	0	0	0	0	2	1	1
CLCN5	1	0	0	0	1	0	0	0	0	2	1	1
CLUH	0	0	0	0	2	0	0	0	0	2	1	1
CNST	0	0	0	0	2	0	0	0	0	2	1	1
CNTNAP1	0	0	0	0	2	0	0	0	0	2	1	1
CNTRL	0	0	0	0	2	0	0	0	0	2	1	1
COA6	0	0	0	0	2	0	0	0	0	2	1	1
COL1A2	0	0	0	0	2	0	0	0	0	2	1	1
COL27A1	0	0	0	0	2	0	0	0	0	2	1	1
COL4A1	0	0	0	0	2	0	0	0	0	2	1	1
COL4A2	0	1	0	0	1	0	0	0	0	2	1	1
COL9A3	0	0	0	0	2	0	0	0	0	2	1	1
COX10	0	0	0	0	2	0	0	0	0	2	1	1
CP	0	0	0	0	2	0	0	0	0	2	1	1
CPB2	0	0	0	0	2	0	0	0	0	2	1	1
CPEB2	0	0	0	0	2	0	0	0	0	2	1	1
CPED1	0	0	0	0	2	0	0	0	0	2	1	1
CPS1	0	0	0	0	1	0	0	1	0	2	1	1
CPT1C	0	0	0	0	1	0	1	0	0	2	1	1
CPZ	0	0	0	0	2	0	0	0	0	2	1	1
CRB2	0	0	0	0	2	0	0	0	0	2	1	1
CRTC1	0	0	0	0	2	0	0	0	0	2	1	1
CTSC	0	0	0	0	2	0	0	0	0	2	1	1
CUEDC1	0	0	0	0	1	0	0	1	0	2	1	1
CWC27	0	0	0	0	2	0	0	0	0	2	1	1
CXCL16	0	0	0	0	2	0	0	0	0	2	1	1
CYP1B1	0	0	0	0	2	0	0	0	0	2	1	1
CYP20A1	0	0	0	0	2	0	0	0	0	2	1	1
CYP2A6	1	0	0	0	1	0	0	0	0	2	1	1
CYP4V2	0	0	0	0	2	0	0	0	0	2	1	1
CYSRT1	0	0	0	0	2	0	0	0	0	2	1	1
DAPL1	0	0	0	0	2	0	0	0	0	2	1	1
DBN1	0	0	0	0	2	0	0	0	0	2	1	1
DCBLD1	0	0	0	0	2	0	0	0	0	2	1	1
DCDC1	0	0	0	0	2	0	0	0	0	2	1	1
DCDC2	0	0	0	0	2	0	0	0	0	2	1	1
DCHS1	1	0	0	0	1	0	0	0	0	2	1	1
DDIAS	0	0	0	0	2	0	0	0	0	2	1	1
DDIT4L	1	0	0	0	1	0	0	0	0	2	1	1
DDX19B	0	0	0	0	2	0	0	0	0	2	1	1
DDX43	0	0	0	0	2	0	0	0	0	2	1	1
DDX60	0	0	0	0	2	0	0	0	0	2	1	1
DENND2A	0	0	0	0	2	0	0	0	0	2	1	1
DENND2B	0	0	0	0	2	0	0	0	0	2	1	1
DENND4B	0	2	0	0	0	0	0	0	0	2	1	1
DEPTOR	0	0	0	0	2	0	0	0	0	2	1	1
DFFB	0	0	0	0	2	0	0	0	0	2	1	1
DGAT1	0	0	0	0	2	0	0	0	0	2	1	1
DHRS13	0	0	0	0	2	0	0	0	0	2	1	1
DHRSX	0	0	0	0	2	0	0	0	0	2	1	1
DHX36	0	0	0	0	2	0	0	0	0	2	1	1
DHX37	0	0	0	0	2	0	0	0	0	2	1	1
DIAPH1	0	0	0	0	1	0	0	1	0	2	1	1
DIP2C	0	0	0	0	1	1	0	0	0	2	1	1
DIPK1C	0	0	0	0	2	0	0	0	0	2	1	1
DIS3	0	0	0	0	2	0	0	0	0	2	1	1
DMAC2	0	0	0	0	2	0	0	0	0	2	1	1
DMTF1	0	0	1	0	1	0	0	0	0	2	1	1
DNAAF3	0	0	0	0	2	0	0	0	0	2	1	1
DNAAF5	0	0	0	0	2	0	0	0	0	2	1	1
DNAI3	0	0	0	0	2	0	0	0	0	2	1	1
DNAJC10	0	0	0	0	2	0	0	0	0	2	1	1
DNAJC13	0	0	0	0	2	0	0	0	0	2	1	1
DNAJC25	0	0	0	0	2	0	0	0	0	2	1	1
DNM3	0	0	0	0	1	1	0	0	0	2	1	1
DOCK4	0	0	0	0	2	0	0	0	0	2	1	1
DOCK5	0	0	0	0	1	0	0	1	0	2	1	1
DOK7	0	0	0	0	2	0	0	0	0	2	1	1
DOT1L	0	0	0	0	2	0	0	0	0	2	1	1
DPP3	0	0	0	0	2	0	0	0	0	2	1	1
DPP4	0	0	0	0	1	0	0	1	0	2	1	1
DSG2	0	0	0	0	2	0	0	0	0	2	1	1
DSP	0	0	0	0	2	0	0	0	0	2	1	1
DTL	0	0	0	0	2	0	0	0	0	2	1	1
DUOX1	0	0	0	0	1	1	0	0	0	2	1	1
DUSP5	0	0	0	0	2	0	0	0	0	2	1	1
DUSP6	0	0	0	0	2	0	0	0	0	2	1	1
DYNC1I2	1	0	0	0	1	0	0	0	0	2	1	1
DYNC2LI1	0	0	0	0	2	0	0	0	0	2	1	1
DZANK1	0	0	0	0	2	0	0	0	0	2	1	1
DZIP3	0	0	0	0	2	0	0	0	0	2	1	1
EBLN2	0	0	0	0	2	0	0	0	0	2	1	1
ECHS1	0	0	0	0	2	0	0	0	0	2	1	1
ECI2	0	0	0	0	2	0	0	0	0	2	1	1
EDA2R	0	0	0	0	2	0	0	0	0	2	1	1
EEF1AKMT4	0	0	0	0	2	0	0	0	0	2	1	1
EFL1	0	0	0	0	2	0	0	0	0	2	1	1
EIF2AK3	0	0	0	0	2	0	0	0	0	2	1	1
EIF4G1	0	0	0	0	2	0	0	0	0	2	1	1
EIF4G2	0	0	0	0	1	0	0	1	0	2	1	1
ELMO3	0	0	0	0	2	0	0	0	0	2	1	1
ELP1	0	0	0	0	2	0	0	0	0	2	1	1
ELP2	0	0	0	0	2	0	0	0	0	2	1	1
EMC1	0	0	0	0	2	0	0	0	0	2	1	1
EML1	0	0	0	0	1	1	0	0	0	2	1	1
ENDOG	0	0	0	0	2	0	0	0	0	2	1	1
ENO3	0	0	0	0	2	0	0	0	0	2	1	1
ENST00000464664	0	0	0	0	2	0	0	0	0	2	1	1
ENST00000478262	0	0	0	0	2	0	0	0	0	2	1	1
ENST00000647733	0	0	0	0	2	0	0	0	0	2	1	1
ENTPD1	0	0	0	0	2	0	0	0	0	2	1	1
ENTPD6	0	0	0	0	2	0	0	0	0	2	1	1
ENTR1	0	0	0	0	2	0	0	0	0	2	1	1
EPB41	0	0	0	0	2	0	0	0	0	2	1	1
EPCAM	0	0	0	0	2	0	0	0	0	2	1	1
EPHB3	0	0	0	0	2	0	0	0	0	2	1	1
EPS8L1	0	0	0	0	2	0	0	0	0	2	1	1
ERAP2	0	0	0	0	2	0	0	0	0	2	1	1
ERI1	0	0	0	0	2	0	0	0	0	2	1	1
ERICH5	0	0	0	0	2	0	0	0	0	2	1	1
ESRP2	0	1	0	0	1	0	0	0	0	2	1	1
EXD2	0	0	0	0	2	0	0	0	0	2	1	1
EXD3	0	0	0	0	2	0	0	0	0	2	1	1
EXO1	0	0	0	0	2	0	0	0	0	2	1	1
EXO5	0	0	0	0	2	0	0	0	0	2	1	1
EXTL1	0	0	0	0	2	0	0	0	0	2	1	1
FAM117B	0	0	0	0	2	0	0	0	0	2	1	1
FAM118A	0	0	0	0	2	0	0	0	0	2	1	1
FAM161A	0	0	0	0	2	0	0	0	0	2	1	1
FAM161B	0	0	0	0	2	0	0	0	0	2	1	1
FAM167A	0	0	0	0	2	0	0	0	0	2	1	1
FAM174B	0	0	1	0	1	0	0	0	0	2	1	1
FAM178B	0	0	0	0	2	0	0	0	0	2	1	1
FAM200B	0	0	0	0	2	0	0	0	0	2	1	1
FAM20C	0	0	0	0	2	0	0	0	0	2	1	1
FAM214A	0	0	0	0	2	0	0	0	0	2	1	1
FANK1	0	0	0	0	2	0	0	0	0	2	1	1
FBLN1	0	0	0	0	2	0	0	0	0	2	1	1
FBLN2	0	0	0	0	2	0	0	0	0	2	1	1
FBLN5	0	0	0	0	2	0	0	0	0	2	1	1
FBN2	0	0	0	0	2	0	0	0	0	2	1	1
FBXL13	0	0	0	0	2	0	0	0	0	2	1	1
FBXO15	0	0	0	0	2	0	0	0	0	2	1	1
FBXO27	0	0	0	0	2	0	0	0	0	2	1	1
FBXO38	1	0	0	0	1	0	0	0	0	2	1	1
FBXO41	0	0	0	0	2	0	0	0	0	2	1	1
FBXW8	0	0	0	0	2	0	0	0	0	2	1	1
FCGBP	0	0	0	0	2	0	0	0	0	2	1	1
FCHO1	0	0	0	0	2	0	0	0	0	2	1	1
FCSK	0	0	0	0	2	0	0	0	0	2	1	1
FDXR	0	0	0	0	1	0	0	1	0	2	1	1
FERMT1	0	0	0	0	2	0	0	0	0	2	1	1
FEZ2	0	0	0	0	2	0	0	0	0	2	1	1
FGFR3	0	0	0	0	2	0	0	0	0	2	1	1
FGFR4	0	0	0	0	2	0	0	0	0	2	1	1
FHIP2B	0	0	0	0	2	0	0	0	0	2	1	1
FKBP15	0	0	0	0	2	0	0	0	0	2	1	1
FKBP9	0	0	0	0	1	0	0	1	0	2	1	1
FLACC1	0	0	0	0	2	0	0	0	0	2	1	1
FLG2	0	0	0	0	2	0	0	0	0	2	1	1
FLRT1	0	0	0	0	2	0	0	0	0	2	1	1
FLRT2	0	0	0	0	2	0	0	0	0	2	1	1
FLVCR1	2	0	0	0	0	0	0	0	0	2	1	1
FLVCR2	0	0	0	0	2	0	0	0	0	2	1	1
FN1	0	0	0	0	2	0	0	0	0	2	1	1
FNDC8	0	0	0	0	1	0	0	1	0	2	1	1
FNIP1	0	0	0	0	2	0	0	0	0	2	1	1
FOCAD	1	0	0	0	1	0	0	0	0	2	1	1
FOXD2	0	0	0	0	2	0	0	0	0	2	1	1
FOXJ3	0	0	0	0	2	0	0	0	0	2	1	1
FOXRED2	0	0	0	0	2	0	0	0	0	2	1	1
FRA10AC1	0	0	0	0	2	0	0	0	0	2	1	1
FRY	1	0	0	0	1	0	0	0	0	2	1	1
FTSJ3	0	0	0	0	2	0	0	0	0	2	1	1
FUT4	0	0	0	0	2	0	0	0	0	2	1	1
FXYD5	0	0	0	0	2	0	0	0	0	2	1	1
G2E3	1	0	0	0	1	0	0	0	0	2	1	1
GAD1	1	0	0	0	1	0	0	0	0	2	1	1
GALNT11	0	0	0	0	2	0	0	0	0	2	1	1
GALNT4	0	0	0	0	2	0	0	0	0	2	1	1
GANC	0	0	0	0	2	0	0	0	0	2	1	1
GART	0	0	0	0	2	0	0	0	0	2	1	1
GBE1	0	0	0	0	2	0	0	0	0	2	1	1
GBP1	0	0	0	0	2	0	0	0	0	2	1	1
GBP3	0	0	0	0	2	0	0	0	0	2	1	1
GBX2	0	0	0	0	2	0	0	0	0	2	1	1
GCN1	0	0	0	0	1	0	0	1	0	2	1	1
GDF15	0	0	0	0	2	0	0	0	0	2	1	1
GFUS	0	0	0	0	1	1	0	0	0	2	1	1
GIT2	0	0	0	0	0	0	0	2	0	2	1	1
GJB7	0	0	0	0	2	0	0	0	0	2	1	1
GK3P	1	0	0	0	1	0	0	0	0	2	1	1
GLB1	0	0	0	0	2	0	0	0	0	2	1	1
GLDC	0	0	0	0	2	0	0	0	0	2	1	1
GLMP	0	0	0	0	2	0	0	0	0	2	1	1
GLRX3	0	0	0	0	2	0	0	0	0	2	1	1
GLS2	1	0	0	0	1	0	0	0	0	2	1	1
GLUD2	0	0	0	0	2	0	0	0	0	2	1	1
GNL3	0	0	0	0	2	0	0	0	0	2	1	1
GOLGA1	0	0	0	0	2	0	0	0	0	2	1	1
GOLGA4	0	0	0	0	2	0	0	0	0	2	1	1
GON4L	0	0	0	0	2	0	0	0	0	2	1	1
GP1BA	1	0	0	0	1	0	0	0	0	2	1	1
GPAM	0	0	0	0	2	0	0	0	0	2	1	1
GPC1	0	0	0	0	2	0	0	0	0	2	1	1
GPER1	1	0	0	0	1	0	0	0	0	2	1	1
GPN2	0	0	0	0	1	0	0	1	0	2	1	1
GPR137C	0	0	0	0	2	0	0	0	0	2	1	1
GPR162	0	0	0	0	2	0	0	0	0	2	1	1
GPR183	0	0	0	0	2	0	0	0	0	2	1	1
GPR4	0	0	0	0	2	0	0	0	0	2	1	1
GPRIN1	0	0	0	0	2	0	0	0	0	2	1	1
GRB7	0	0	0	0	2	0	0	0	0	2	1	1
GREB1L	0	0	0	1	1	0	0	0	0	2	1	1
GRHL1	0	0	0	0	1	1	0	0	0	2	1	1
GTF2I	0	0	0	0	2	0	0	0	0	2	1	1
GTF3A	0	0	0	0	1	0	0	1	0	2	1	1
GTPBP3	0	0	0	0	2	0	0	0	0	2	1	1
GYG2	0	0	0	0	2	0	0	0	0	2	1	1
GZMM	0	0	0	0	2	0	0	0	0	2	1	1
H2BE1	1	0	0	0	1	0	0	0	0	2	1	1
H3-5	0	0	0	0	2	0	0	0	0	2	1	1
HAAO	0	0	0	0	2	0	0	0	0	2	1	1
HACD1	0	0	0	0	2	0	0	0	0	2	1	1
HAS3	0	0	0	0	2	0	0	0	0	2	1	1
HDAC5	0	0	0	0	2	0	0	0	0	2	1	1
HDAC9	0	0	0	0	1	0	0	1	0	2	1	1
HDHD3	0	0	0	0	2	0	0	0	0	2	1	1
HEATR4	0	0	0	0	2	0	0	0	0	2	1	1
HELLS	0	0	0	0	2	0	0	0	0	2	1	1
HELZ	0	0	0	0	2	0	0	0	0	2	1	1
HERC3	0	0	0	0	2	0	0	0	0	2	1	1
HEXB	0	0	0	0	2	0	0	0	0	2	1	1
HFM1	0	0	0	0	1	1	0	0	0	2	1	1
HIBCH	0	0	0	0	1	0	0	0	1	2	1	1
HINFP	0	0	0	0	2	0	0	0	0	2	1	1
HK1	0	0	0	0	2	0	0	0	0	2	1	1
HLX	0	0	0	0	2	0	0	0	0	2	1	1
HMGB1P1	0	0	0	0	2	0	0	0	0	2	1	1
HNRNPA1P48	0	0	0	0	2	0	0	0	0	2	1	1
HOXB7	0	0	0	0	2	0	0	0	0	2	1	1
HOXC10	0	0	0	0	2	0	0	0	0	2	1	1
HOXD11	0	0	0	0	2	0	0	0	0	2	1	1
HSP90AA1	0	0	0	0	1	0	0	1	0	2	1	1
HTT	0	0	0	0	2	0	0	0	0	2	1	1
ICAM5	1	0	0	0	1	0	0	0	0	2	1	1
IDUA	0	0	0	0	2	0	0	0	0	2	1	1
IFFO2	1	0	0	0	1	0	0	0	0	2	1	1
IFITM1	0	0	0	0	2	0	0	0	0	2	1	1
IFT88	0	0	0	0	2	0	0	0	0	2	1	1
IGSF11	0	0	0	0	2	0	0	0	0	2	1	1
IKZF2	0	0	0	0	2	0	0	0	0	2	1	1
IL17RC	0	0	0	0	2	0	0	0	0	2	1	1
IMMT	0	0	0	0	1	0	0	1	0	2	1	1
IMPACT	0	0	0	0	2	0	0	0	0	2	1	1
INCENP	0	0	0	0	2	0	0	0	0	2	1	1
INTS2	0	0	0	0	2	0	0	0	0	2	1	1
IPO4	0	0	0	0	2	0	0	0	0	2	1	1
IQCJ-SCHIP1	0	0	0	0	2	0	0	0	0	2	1	1
IRAK1	0	0	0	0	2	0	0	0	0	2	1	1
IRAK1BP1	0	0	0	0	2	0	0	0	0	2	1	1
IREB2	0	0	0	0	2	0	0	0	0	2	1	1
IRF5	0	0	1	0	1	0	0	0	0	2	1	1
ITGA1	1	0	0	0	1	0	0	0	0	2	1	1
ITGA3	0	0	0	0	1	0	0	1	0	2	1	1
ITGA9	0	0	0	0	2	0	0	0	0	2	1	1
ITGB4	0	0	0	0	2	0	0	0	0	2	1	1
JMJD1C	0	0	0	0	2	0	0	0	0	2	1	1
JMJD4	0	0	0	0	2	0	0	0	0	2	1	1
JMJD7-PLA2G4B	0	0	0	0	2	0	0	0	0	2	1	1
JMY	0	0	0	0	2	0	0	0	0	2	1	1
KALRN	1	0	0	0	0	1	0	0	0	2	1	1
KAT6A	0	0	0	0	2	0	0	0	0	2	1	1
KCNK9	0	0	0	0	2	0	0	0	0	2	1	1
KCNN1	0	0	0	0	2	0	0	0	0	2	1	1
KCTD18	0	0	0	0	2	0	0	0	0	2	1	1
KHNYN	0	0	0	0	2	0	0	0	0	2	1	1
KIAA0319	0	0	0	0	2	0	0	0	0	2	1	1
KIAA0408	0	0	0	0	2	0	0	0	0	2	1	1
KIAA1217	1	0	0	0	1	0	0	0	0	2	1	1
KIAA1549	0	0	0	0	2	0	0	0	0	2	1	1
KIAA1614	0	0	0	0	2	0	0	0	0	2	1	1
KICS2	0	0	0	0	1	1	0	0	0	2	1	1
KIF15	0	0	0	0	2	0	0	0	0	2	1	1
KIF21A	0	0	0	0	2	0	0	0	0	2	1	1
KIF24	0	0	0	0	2	0	0	0	0	2	1	1
KIF27	0	0	0	0	1	1	0	0	0	2	1	1
KIZ	0	0	0	0	2	0	0	0	0	2	1	1
KLHL10	0	0	0	0	2	0	0	0	0	2	1	1
KLHL14	0	0	0	0	2	0	0	0	0	2	1	1
KLHL32	1	0	0	0	1	0	0	0	0	2	1	1
KLHL35	0	0	0	0	2	0	0	0	0	2	1	1
KLHL41	0	0	0	0	1	1	0	0	0	2	1	1
KLKB1	0	0	0	0	2	0	0	0	0	2	1	1
KLRC2	0	0	0	0	2	0	0	0	0	2	1	1
KMT2E	0	0	0	0	2	0	0	0	0	2	1	1
KNOP1	0	1	0	0	1	0	0	0	0	2	1	1
KPNA5	0	0	0	0	2	0	0	0	0	2	1	1
KRI1	0	0	0	0	2	0	0	0	0	2	1	1
KRR1	0	0	0	0	2	0	0	0	0	2	1	1
KRT7	0	0	0	0	2	0	0	0	0	2	1	1
KSR1	0	0	0	0	2	0	0	0	0	2	1	1
LAMA1	0	0	0	0	2	0	0	0	0	2	1	1
LAMB1	0	0	0	0	2	0	0	0	0	2	1	1
LAMC1	0	0	0	0	2	0	0	0	0	2	1	1
LAMP3	0	0	0	0	1	0	0	0	1	2	1	1
LARGE2	1	0	0	0	1	0	0	0	0	2	1	1
LCA5L	0	0	0	0	2	0	0	0	0	2	1	1
LDAF1	0	0	0	0	2	0	0	0	0	2	1	1
LEKR1	0	0	0	0	2	0	0	0	0	2	1	1
LEPR	0	0	0	0	1	1	0	0	0	2	1	1
LGI4	0	0	0	0	2	0	0	0	0	2	1	1
LIFR	0	0	0	0	1	1	0	0	0	2	1	1
LIPG	0	0	0	0	2	0	0	0	0	2	1	1
LLGL2	0	0	0	0	2	0	0	0	0	2	1	1
LMBRD1	0	0	0	0	2	0	0	0	0	2	1	1
LMNA	0	0	0	0	1	0	0	1	0	2	1	1
LOXL4	0	0	0	0	2	0	0	0	0	2	1	1
LPAR1	0	0	0	0	2	0	0	0	0	2	1	1
LRBA	0	0	0	0	2	0	0	0	0	2	1	1
LRCH1	0	0	0	0	2	0	0	0	0	2	1	1
LRFN4	0	0	0	0	1	1	0	0	0	2	1	1
LRIF1	0	0	0	0	2	0	0	0	0	2	1	1
LRP3	0	0	0	0	1	1	0	0	0	2	1	1
LRR1	0	0	0	0	2	0	0	0	0	2	1	1
LRRC4B	0	0	0	0	2	0	0	0	0	2	1	1
LRRIQ1	0	0	0	0	2	0	0	0	0	2	1	1
LRRK1	0	0	0	0	2	0	0	0	0	2	1	1
LSR	0	0	0	1	1	0	0	0	0	2	1	1
LTN1	0	0	0	0	2	0	0	0	0	2	1	1
LVRN	1	0	0	0	1	0	0	0	0	2	1	1
LYAR	0	0	0	0	0	2	0	0	0	2	1	1
LZTS3	0	0	0	0	2	0	0	0	0	2	1	1
MAFIP	0	0	0	0	2	0	0	0	0	2	1	1
MAGEB17	1	0	0	0	1	0	0	0	0	2	1	1
MAGED4B	0	0	0	0	2	0	0	0	0	2	1	1
MAGI1	0	0	0	0	2	0	0	0	0	2	1	1
MAGIX	0	0	0	0	2	0	0	0	0	2	1	1
MAML3	1	0	1	0	0	0	0	0	0	2	1	1
MAN2A1	0	0	0	0	1	0	0	1	0	2	1	1
MAN2A2	0	0	0	0	2	0	0	0	0	2	1	1
MANBA	0	0	0	0	2	0	0	0	0	2	1	1
MAP3K10	0	0	0	0	1	1	0	0	0	2	1	1
MAP3K15	0	0	0	0	2	0	0	0	0	2	1	1
MAP3K6	0	0	0	0	2	0	0	0	0	2	1	1
MARCHF7	0	0	0	0	2	0	0	0	0	2	1	1
MASP2	0	0	0	0	2	0	0	0	0	2	1	1
MAST1	0	0	0	0	2	0	0	0	0	2	1	1
MATN3	0	0	0	0	2	0	0	0	0	2	1	1
MBIP	0	0	0	0	2	0	0	0	0	2	1	1
MBLAC2	1	0	0	0	1	0	0	0	0	2	1	1
MCF2L2	0	0	0	0	2	0	0	0	0	2	1	1
MCM3AP	0	0	0	0	2	0	0	0	0	2	1	1
MCM8	0	0	0	0	2	0	0	0	0	2	1	1
MCM9	0	0	0	0	2	0	0	0	0	2	1	1
MCTP2	0	0	0	0	1	0	0	1	0	2	1	1
MDGA1	0	1	0	0	1	0	0	0	0	2	1	1
